"income","female","age","job","num_dependents","rent","own_res","new_car","chk_acct","sav_acct","num_accts","mobile","product"
31900,"0",24,"2",1,"0","1","0",0,0,2,"0",0
64160,"0",59,"2",1,"1","0","0",1,0,4,"0",0
94360,"0",39,"1",2,"0","1","0",3,4,2,"1",2
69990,"0",34,"2",1,"0","1","0",0,0,3,"0",0
12870,"0",45,"1",1,"0","1","1",3,4,4,"0",2
39140,"1",38,"2",1,"0","1","0",3,4,2,"0",0
32290,"0",38,"3",1,"0","1","0",3,4,0,"1",4
7660,"0",66,"1",1,"0","1","0",1,2,2,"0",0
13720,"1",36,"2",1,"0","1","1",0,0,3,"0",0
41100,"0",23,"2",2,"1","0","0",0,0,4,"0",0
7950,"0",53,"2",1,"0","1","0",0,0,1,"0",0
18820,"0",25,"2",1,"1","0","0",0,0,2,"0",0
7070,"0",30,"2",1,"0","1","0",3,0,2,"0",2
32130,"0",25,"2",1,"1","0","0",1,2,1,"0",3
23480,"0",46,"2",1,"0","1","0",0,0,2,"0",2
3430,"0",27,"2",1,"0","1","0",0,0,1,"0",1
21320,"0",27,"2",1,"1","0","0",0,4,1,"0",3
27180,"0",20,"1",1,"1","0","1",1,0,2,"0",0
44390,"0",33,"3",1,"0","1","0",1,0,4,"0",1
99600,"0",26,"2",1,"0","1","0",1,0,1,"0",0
73080,"0",70,"3",1,"0","0","1",1,0,0,"0",4
11750,"0",68,"0",1,"0","0","1",1,0,0,"0",3
147820,"0",60,"3",1,"0","0","0",1,1,4,"0",0
15210,"1",31,"1",1,"0","1","0",1,0,2,"0",2
29780,"0",32,"2",1,"0","1","0",3,2,2,"0",2
17660,"0",21,"2",1,"1","0","0",3,0,2,"0",2
101440,"0",21,"2",1,"0","1","0",3,1,3,"0",4
7010,"0",40,"1",1,"0","1","0",0,0,2,"0",2
12740,"0",37,"1",1,"0","1","1",0,0,1,"0",0
27820,"0",31,"3",1,"0","1","1",3,2,3,"0",2
7080,"0",38,"1",2,"0","1","0",0,0,2,"0",3
34460,"0",42,"2",2,"0","1","0",0,0,4,"0",0
51290,"0",74,"3",2,"0","0","0",1,0,4,"1",0
39660,"0",33,"2",1,"1","0","1",0,0,4,"0",0
30310,"0",21,"2",1,"1","0","0",1,1,2,"0",0
76850,"0",37,"2",1,"1","0","0",0,0,3,"0",0
50030,"0",29,"2",1,"0","1","1",3,4,2,"0",0
18640,"0",30,"2",1,"0","1","0",3,1,2,"0",0
125790,"0",44,"3",1,"0","0","0",1,0,4,"1",0
30790,"0",36,"2",1,"0","1","1",3,4,2,"0",4
27450,"0",32,"2",1,"0","1","0",1,3,3,"0",2
37570,"0",62,"2",1,"0","0","1",3,0,4,"0",4
10760,"0",26,"2",1,"0","1","0",3,0,2,"0",2
20640,"0",34,"3",1,"0","1","0",1,0,0,"0",0
12090,"0",47,"3",1,"0","1","1",1,0,0,"0",0
34160,"0",27,"3",1,"0","1","0",0,0,2,"0",2
23150,"0",52,"1",1,"0","1","0",0,0,4,"0",4
29780,"0",32,"2",2,"0","1","0",3,4,2,"0",4
31810,"0",26,"2",1,"0","1","0",3,0,1,"0",4
33780,"0",31,"2",1,"0","1","0",3,4,2,"1",1
12870,"0",45,"1",1,"0","1","1",3,4,4,"0",2
12950,"0",27,"2",1,"0","1","0",1,0,1,"0",1
12850,"0",32,"2",1,"1","0","1",0,4,3,"0",0
39650,"0",34,"2",1,"0","1","0",0,0,1,"0",0
27750,"0",31,"2",1,"0","1","1",3,0,3,"0",0
9090,"0",36,"2",1,"0","1","1",3,2,4,"0",4
7500,"0",27,"0",1,"0","1","0",0,0,0,"0",0
9310,"0",32,"1",1,"0","1","1",1,1,1,"0",0
11990,"0",60,"1",1,"0","1","1",0,0,4,"0",0
6390,"0",30,"2",1,"0","1","0",1,0,2,"0",0
19080,"0",66,"3",1,"0","1","0",2,0,4,"0",0
26970,"0",32,"2",2,"0","1","0",3,0,2,"0",2
35180,"0",26,"2",1,"1","0","1",3,0,2,"0",3
30790,"0",36,"2",1,"0","1","1",3,4,2,"0",4
7630,"0",26,"2",1,"0","1","0",3,0,2,"0",1
21970,"0",43,"2",2,"0","1","0",3,4,3,"1",4
26700,"0",35,"3",1,"0","1","0",3,0,4,"1",4
19250,"0",26,"2",1,"0","1","0",2,0,2,"0",2
19670,"0",20,"2",1,"0","1","0",1,0,4,"0",4
30170,"0",34,"3",1,"1","0","0",1,0,1,"0",1
8360,"0",23,"1",1,"0","1","1",1,1,1,"0",0
8360,"0",23,"1",1,"0","1","1",1,1,1,"0",0
27080,"0",27,"1",1,"0","1","0",3,0,1,"0",3
41690,"0",28,"2",1,"0","1","0",0,0,2,"0",4
24060,"0",31,"3",1,"0","1","0",3,0,0,"0",3
10550,"0",30,"2",1,"0","1","1",3,0,1,"0",1
22380,"0",25,"2",1,"0","1","0",3,0,2,"0",1
47950,"0",30,"3",1,"0","1","0",1,0,1,"0",1
15010,"0",34,"3",1,"0","1","0",1,0,4,"0",0
22780,"0",28,"2",1,"0","1","1",1,1,1,"0",0
109610,"0",27,"2",1,"0","1","0",1,3,3,"0",0
27120,"0",41,"2",2,"0","1","0",0,0,4,"0",0
11750,"0",68,"0",1,"0","0","1",1,0,0,"0",3
12620,"1",49,"1",1,"0","1","0",0,4,4,"0",4
12820,"0",20,"2",1,"1","0","0",0,0,2,"0",0
6180,"0",56,"2",1,"0","1","0",3,0,4,"0",4
27790,"0",21,"2",1,"1","0","0",1,0,2,"1",3
64580,"0",39,"3",2,"0","1","1",3,0,4,"0",0
44390,"0",33,"3",1,"0","1","0",1,0,4,"0",1
93980,"0",28,"3",1,"1","0","0",1,0,1,"1",0
58480,"0",24,"2",1,"0","1","0",2,0,2,"0",1
16700,"0",22,"2",1,"0","1","0",1,0,1,"0",0
48430,"0",43,"2",1,"1","0","1",0,0,4,"0",0
23200,"0",34,"2",1,"0","1","0",3,0,0,"0",3
6260,"0",24,"1",1,"0","1","0",0,0,2,"0",0
15460,"0",24,"1",1,"1","0","0",0,0,3,"0",0
7950,"0",53,"2",1,"0","1","0",0,0,1,"0",0
70570,"0",36,"3",2,"1","0","0",1,4,3,"1",4
13130,"0",20,"2",1,"0","1","0",3,0,4,"0",4
18640,"0",30,"2",1,"0","1","0",3,1,2,"0",0
23480,"0",46,"2",1,"0","1","0",0,0,2,"0",2
42810,"0",23,"2",1,"0","1","0",0,2,2,"0",0
23150,"0",52,"1",1,"0","1","0",0,0,4,"0",4
38350,"0",45,"1",1,"0","1","0",3,4,4,"0",4
19130,"0",36,"2",1,"0","1","0",1,3,1,"0",3
147820,"0",60,"3",1,"0","0","0",1,1,4,"0",0
15160,"0",43,"1",1,"0","1","0",3,3,2,"0",1
25380,"0",47,"1",2,"0","1","1",3,0,4,"0",0
34460,"0",42,"2",2,"0","1","0",0,0,4,"0",0
31860,"0",20,"2",1,"1","0","1",3,3,3,"0",3
18370,"0",34,"1",1,"0","0","0",1,0,3,"0",0
23030,"0",45,"2",1,"0","1","1",0,0,4,"0",0
61990,"0",28,"2",1,"1","0","0",0,0,2,"0",0
65600,"0",24,"2",1,"0","1","1",1,1,3,"0",0
7010,"0",40,"1",1,"0","1","0",0,0,2,"0",2
7830,"0",26,"1",2,"0","1","1",3,4,2,"0",2
31610,"0",31,"2",1,"1","0","0",0,0,2,"0",0
12880,"0",48,"2",2,"0","1","0",0,1,4,"0",4
14100,"0",35,"2",1,"0","1","0",1,2,4,"0",2
14240,"0",55,"3",1,"0","1","0",2,4,4,"0",4
107220,"0",35,"1",1,"0","1","1",0,0,1,"0",1
48440,"0",33,"3",1,"1","0","0",3,0,0,"0",0
26970,"0",32,"2",2,"0","1","0",3,0,2,"0",2
64680,"0",52,"3",1,"0","1","0",1,4,0,"0",0
18080,"0",22,"2",1,"0","1","0",3,0,3,"0",0
95720,"1",28,"2",1,"0","1","0",3,0,1,"0",0
44390,"0",33,"3",1,"0","1","0",1,0,4,"0",1
12400,"0",48,"1",2,"0","0","1",2,1,4,"0",0
26220,"0",34,"2",1,"0","1","0",1,1,2,"0",4
126800,"0",30,"3",1,"0","0","1",3,4,4,"0",0
43510,"0",48,"1",1,"0","1","0",1,4,2,"0",4
12010,"0",26,"2",1,"0","1","1",1,0,1,"0",1
12360,"0",23,"2",1,"1","0","0",3,0,1,"0",4
18640,"0",30,"2",1,"0","1","0",3,1,2,"0",0
69670,"0",36,"3",1,"1","0","0",1,1,3,"0",4
34460,"0",42,"2",2,"0","1","0",0,0,4,"0",0
20580,"1",33,"2",1,"0","1","0",3,0,2,"0",2
126800,"0",30,"3",1,"0","0","1",3,4,4,"0",0
31080,"1",31,"1",1,"0","1","0",0,0,1,"0",0
23260,"0",27,"2",1,"0","1","0",1,2,2,"0",4
64190,"0",44,"3",2,"0","0","0",0,0,4,"1",4
7170,"0",52,"2",1,"0","1","0",3,0,4,"0",4
30590,"1",61,"1",1,"0","1","0",3,3,3,"0",4
10380,"0",49,"2",1,"0","1","1",0,0,3,"0",3
95660,"0",31,"2",1,"0","1","0",3,0,2,"0",2
31860,"0",20,"2",1,"1","0","1",3,3,3,"0",3
30920,"0",22,"2",1,"1","0","0",1,1,1,"0",0
7630,"0",26,"2",1,"0","1","0",3,0,2,"0",1
52340,"0",28,"3",1,"0","1","1",1,0,0,"0",0
19340,"0",26,"2",1,"0","1","0",3,0,4,"0",2
7010,"0",40,"1",1,"0","1","0",0,0,2,"0",2
20580,"1",33,"2",1,"0","1","0",3,0,2,"0",2
9020,"0",21,"2",1,"1","0","0",0,0,3,"0",0
34460,"0",42,"2",2,"0","1","0",0,0,4,"0",0
60780,"0",32,"2",1,"0","1","1",1,0,3,"0",2
15330,"0",38,"2",1,"0","1","0",3,0,1,"0",3
113280,"0",29,"3",1,"0","1","0",1,0,2,"0",0
14780,"0",22,"2",1,"0","1","0",3,0,3,"0",0
13310,"0",22,"2",1,"0","1","0",1,0,1,"0",0
7830,"0",26,"1",2,"0","1","1",3,4,2,"0",2
33490,"0",28,"3",1,"0","1","0",3,0,2,"0",0
46230,"0",40,"3",1,"0","1","0",3,1,2,"0",0
19670,"0",20,"2",1,"0","1","0",1,0,4,"0",4
77580,"0",29,"2",1,"1","0","0",1,3,4,"1",4
62600,"0",28,"1",1,"1","0","1",1,0,3,"0",3
14240,"0",55,"3",1,"0","1","0",2,4,4,"0",4
42100,"0",26,"2",1,"0","1","0",2,0,2,"0",0
21450,"0",24,"2",1,"0","1","0",0,0,3,"0",0
10280,"0",36,"2",1,"0","1","1",3,0,2,"0",3
30010,"0",40,"2",1,"1","0","0",1,0,3,"0",4
19130,"0",36,"2",1,"0","1","0",1,3,1,"0",3
13310,"0",22,"2",1,"0","1","0",1,0,1,"0",0
64190,"0",44,"3",2,"0","0","0",0,0,4,"1",4
47960,"0",56,"2",1,"0","0","0",2,0,4,"1",4
21500,"0",24,"2",1,"0","1","1",1,0,2,"0",0
73080,"0",70,"3",1,"0","0","1",1,0,0,"0",4
8840,"0",36,"2",2,"0","1","1",1,0,4,"0",0
2760,"0",22,"1",1,"1","0","1",1,0,2,"0",4
15970,"0",40,"1",2,"1","0","1",3,2,2,"0",2
23230,"0",24,"2",1,"1","0","0",1,0,3,"0",4
14740,"0",33,"3",1,"0","1","0",2,0,1,"0",1
52340,"0",28,"3",1,"0","1","1",1,0,0,"0",0
11750,"0",68,"0",1,"0","0","1",1,0,0,"0",3
33780,"0",31,"2",1,"0","1","0",3,4,2,"1",1
61430,"0",58,"1",1,"0","0","0",0,0,4,"1",0
22250,"0",57,"2",1,"0","0","1",1,0,4,"0",0
12360,"0",23,"2",1,"1","0","0",3,0,1,"0",4
15250,"0",34,"2",2,"0","1","1",3,3,3,"0",3
30600,"0",28,"2",1,"0","1","0",1,0,3,"0",0
44730,"0",31,"2",1,"0","1","0",2,0,4,"0",2
27460,"0",31,"2",1,"0","1","0",0,0,4,"0",0
11900,"0",55,"0",2,"0","0","0",0,0,0,"0",0
102970,"0",39,"2",2,"0","0","0",0,0,3,"1",0
30010,"0",40,"2",1,"1","0","0",1,0,3,"0",4
21460,"0",23,"2",1,"1","0","0",3,0,1,"0",3
7010,"0",40,"1",1,"0","1","0",0,0,2,"0",2
61100,"0",31,"2",1,"0","0","0",3,0,2,"0",3
19340,"0",26,"2",1,"0","1","0",3,0,4,"0",2
4330,"0",24,"2",2,"1","0","0",1,3,1,"0",0
26970,"0",32,"2",2,"0","1","0",3,0,2,"0",2
101270,"0",44,"2",1,"0","0","1",3,2,2,"0",0
6260,"0",24,"1",1,"0","1","0",0,0,2,"0",0
29780,"0",32,"2",1,"0","1","0",3,2,2,"0",2
36210,"0",31,"2",1,"0","1","0",3,1,4,"0",0
14090,"0",54,"2",1,"0","1","0",0,0,4,"1",3
27820,"0",31,"3",1,"0","1","1",3,2,3,"0",2
11680,"0",27,"1",1,"0","1","1",0,0,2,"0",3
2760,"0",22,"1",1,"1","0","1",1,0,2,"0",4
4330,"0",24,"2",2,"1","0","0",1,3,1,"0",0
35520,"0",27,"2",1,"0","1","0",0,0,3,"0",0
115900,"0",24,"1",1,"1","0","0",3,1,2,"1",0
12390,"0",61,"2",1,"0","0","0",1,4,2,"0",4
20690,"0",26,"2",1,"0","1","0",3,4,2,"0",1
21460,"0",23,"2",1,"1","0","0",3,0,1,"0",3
26290,"0",29,"2",1,"0","1","0",1,0,2,"0",3
30170,"0",34,"3",1,"1","0","0",1,0,1,"0",1
42970,"1",40,"3",1,"0","1","0",1,0,4,"0",0
20690,"0",26,"2",1,"0","1","0",3,4,2,"0",1
15300,"0",32,"2",1,"0","1","1",3,0,2,"0",0
83860,"0",49,"2",1,"0","1","0",1,0,3,"0",0
13660,"0",22,"2",1,"1","0","0",0,0,1,"0",0
27790,"0",21,"2",1,"1","0","0",1,0,2,"1",3
8600,"0",39,"2",1,"0","1","1",0,0,4,"0",4
29960,"0",20,"2",1,"0","1","0",0,4,2,"0",0
18820,"0",25,"2",1,"1","0","0",0,0,2,"0",0
20300,"0",24,"2",1,"0","1","0",1,4,3,"0",1
38680,"0",41,"3",1,"1","0","0",3,0,4,"1",2
13330,"0",43,"2",2,"0","0","1",0,0,0,"0",0
86130,"0",27,"2",1,"0","1","0",3,3,2,"1",2
30920,"0",22,"2",1,"1","0","0",1,1,1,"0",0
38120,"0",23,"2",1,"0","1","0",3,1,1,"1",4
7270,"0",46,"2",1,"0","0","0",3,2,4,"0",4
18040,"0",44,"2",1,"0","1","0",1,1,1,"1",4
23330,"0",29,"1",1,"0","1","0",1,4,1,"0",2
69670,"0",36,"3",1,"1","0","0",1,1,3,"0",4
11490,"0",46,"2",1,"0","1","0",3,3,2,"0",3
68500,"0",34,"3",2,"0","1","1",1,1,0,"0",0
21970,"0",43,"2",2,"0","1","0",3,4,3,"1",4
42970,"1",40,"3",1,"0","1","0",1,0,4,"0",0
12400,"0",38,"2",1,"0","1","0",3,4,4,"0",2
25380,"0",47,"1",2,"0","1","1",3,0,4,"0",0
33980,"0",39,"1",1,"0","1","1",0,0,3,"0",4
34470,"0",35,"1",2,"0","1","0",3,2,2,"0",3
15440,"0",42,"1",2,"0","1","0",3,0,3,"0",1
13440,"0",37,"1",2,"0","1","1",2,4,3,"0",0
6740,"0",20,"2",1,"0","1","0",0,1,3,"0",0
6740,"0",20,"2",1,"0","1","0",0,1,3,"0",0
33780,"0",31,"2",1,"0","1","0",3,4,2,"1",1
14420,"0",32,"1",2,"0","0","1",0,0,3,"0",0
14100,"0",35,"2",1,"0","1","0",1,2,4,"0",2
31040,"0",31,"2",1,"0","1","0",0,0,3,"0",1
34300,"0",31,"2",2,"0","1","0",3,2,4,"0",2
12950,"0",27,"2",1,"0","1","0",1,0,1,"0",1
18370,"0",34,"1",1,"0","0","0",1,0,3,"0",0
21240,"0",24,"2",1,"1","0","0",0,0,2,"0",0
59980,"0",27,"2",1,"0","1","0",0,0,2,"0",0
99600,"0",26,"2",1,"0","1","0",1,0,1,"0",0
23230,"0",24,"2",1,"1","0","0",1,0,3,"0",4
62600,"0",28,"1",1,"1","0","1",1,0,3,"0",3
23310,"0",49,"2",1,"0","1","0",3,4,4,"0",4
38120,"0",23,"2",1,"0","1","0",3,1,1,"1",4
35730,"0",23,"1",1,"0","1","0",1,0,2,"0",1
6260,"0",24,"1",1,"0","1","0",0,0,2,"0",0
140270,"0",27,"3",1,"0","1","1",1,0,3,"0",0
14840,"0",25,"2",1,"0","1","0",1,4,2,"0",0
21460,"0",23,"2",1,"1","0","0",3,0,1,"0",3
12250,"0",37,"2",1,"0","1","0",2,0,2,"0",2
74850,"0",53,"3",1,"0","1","0",3,4,0,"1",0
31610,"0",31,"2",1,"1","0","0",0,0,2,"0",0
30790,"0",36,"2",1,"0","1","1",3,4,2,"0",4
8600,"0",39,"2",1,"0","1","1",0,0,4,"0",4
24620,"0",22,"2",1,"0","1","0",0,0,2,"0",0
22410,"0",48,"1",2,"1","0","1",0,0,1,"0",3
60780,"0",32,"2",1,"0","1","1",1,0,3,"0",2
30310,"0",21,"2",1,"1","0","0",1,1,2,"0",0
21500,"0",24,"2",1,"0","1","1",1,0,2,"0",0
33450,"0",39,"3",1,"1","0","0",0,0,4,"0",0
39490,"0",37,"1",2,"0","1","1",2,0,1,"0",1
99600,"0",26,"2",1,"0","1","0",1,0,1,"0",0
14780,"0",22,"2",1,"0","1","0",3,0,3,"0",0
38680,"0",41,"3",1,"1","0","0",3,0,4,"1",2
30310,"0",21,"2",1,"1","0","0",1,1,2,"0",0
37570,"0",62,"2",1,"0","0","1",3,0,4,"0",4
21080,"0",29,"2",1,"1","0","0",3,0,3,"0",2
101270,"0",44,"2",1,"0","0","1",3,2,2,"0",0
27820,"0",31,"3",1,"0","1","1",3,2,3,"0",2
25800,"0",41,"1",2,"0","1","0",3,2,1,"0",0
12370,"0",24,"2",1,"0","1","0",1,0,2,"0",0
34480,"0",74,"1",1,"0","1","0",3,0,3,"0",4
14740,"0",33,"3",1,"0","1","0",2,0,1,"0",1
23970,"0",35,"2",1,"0","1","0",3,2,4,"0",0
14240,"0",26,"2",1,"0","1","0",1,0,3,"0",3
10530,"0",27,"2",1,"0","1","0",0,0,1,"0",2
71190,"0",53,"2",2,"0","0","0",0,0,2,"0",0
11360,"0",32,"2",2,"0","0","0",1,3,4,"0",0
23190,"1",33,"2",1,"1","0","0",2,0,1,"0",0
83180,"0",42,"3",1,"0","0","0",1,0,4,"0",0
39650,"0",34,"2",1,"0","1","0",0,0,1,"0",0
33680,"0",23,"2",1,"1","0","0",3,3,4,"1",4
3430,"0",27,"2",1,"0","1","0",0,0,1,"0",1
13460,"0",42,"2",2,"0","0","0",3,1,4,"0",4
12620,"1",49,"1",1,"0","1","0",0,4,4,"0",4
30740,"0",33,"2",2,"0","1","0",3,4,2,"0",2
96290,"0",24,"2",1,"0","1","0",0,0,3,"1",0
9830,"0",19,"1",1,"1","0","0",1,3,1,"0",4
11360,"0",32,"2",2,"0","0","0",1,3,4,"0",0
9600,"0",30,"2",1,"0","1","0",3,3,3,"0",2
96290,"0",24,"2",1,"0","1","0",0,0,3,"1",0
47460,"0",25,"1",1,"0","1","0",1,0,1,"0",0
14090,"0",54,"2",1,"0","1","0",0,0,4,"1",3
13130,"0",20,"2",1,"0","1","0",3,0,4,"0",4
95720,"1",28,"2",1,"0","1","0",3,0,1,"0",0
13450,"0",26,"2",1,"0","1","0",0,0,2,"0",0
59540,"0",41,"1",1,"0","1","0",1,0,3,"0",1
13300,"0",26,"2",1,"0","1","1",2,0,1,"0",1
12040,"0",35,"2",1,"1","0","1",3,1,2,"0",1
39660,"0",33,"2",1,"1","0","1",0,0,4,"0",0
6390,"0",30,"2",1,"0","1","0",1,0,2,"0",0
31040,"0",31,"2",1,"0","1","0",0,0,3,"0",1
12130,"0",47,"2",1,"0","1","0",3,2,4,"0",3
33490,"0",28,"3",1,"0","1","0",3,0,2,"0",0
55950,"0",24,"2",1,"0","1","0",1,1,2,"0",0
33940,"0",65,"0",1,"0","1","0",0,0,0,"0",4
14180,"0",35,"1",1,"1","0","1",3,1,2,"0",2
6260,"0",24,"1",1,"0","1","0",0,0,2,"0",0
14100,"0",35,"2",1,"0","1","0",1,2,4,"0",2
14780,"0",22,"2",1,"0","1","0",3,0,3,"0",0
115900,"0",24,"1",1,"1","0","0",3,1,2,"1",0
68360,"0",63,"2",1,"0","1","0",0,0,4,"0",0
46570,"0",30,"2",1,"0","1","0",3,0,2,"1",2
15460,"0",24,"1",1,"1","0","0",0,0,3,"0",0
7300,"0",46,"1",1,"1","0","0",3,4,4,"0",2
37580,"0",23,"0",1,"1","0","0",1,2,0,"0",4
10550,"0",30,"2",1,"0","1","1",3,0,1,"0",1
46230,"0",40,"3",1,"0","1","0",3,1,2,"0",0
7660,"0",66,"1",1,"0","1","0",1,2,2,"0",0
15770,"0",20,"2",1,"0","1","0",1,3,1,"0",1
15300,"0",32,"2",1,"0","1","1",3,0,2,"0",0
51290,"0",74,"3",2,"0","0","0",1,0,4,"1",0
38440,"0",34,"1",2,"0","0","0",1,1,3,"0",0
11690,"0",67,"2",1,"0","1","0",0,4,4,"0",4
61100,"0",31,"2",1,"0","0","0",3,0,2,"0",3
13910,"0",27,"2",1,"0","1","0",1,0,2,"0",1
11360,"0",32,"2",2,"0","0","0",1,3,4,"0",0
6090,"0",26,"0",1,"0","1","0",2,0,1,"0",0
39720,"0",25,"2",1,"1","0","0",3,0,3,"0",4
22410,"0",48,"1",2,"1","0","1",0,0,1,"0",3
7540,"0",38,"2",1,"0","1","0",1,4,4,"0",4
15250,"0",34,"2",2,"0","1","1",3,3,3,"0",3
6260,"0",24,"1",1,"0","1","0",0,0,2,"0",0
21320,"0",27,"2",1,"1","0","0",0,4,1,"0",3
7830,"0",26,"1",2,"0","1","1",3,4,2,"0",2
19670,"0",20,"2",1,"0","1","0",1,0,4,"0",4
115900,"0",24,"1",1,"1","0","0",3,1,2,"1",0
32290,"0",38,"3",1,"0","1","0",3,4,0,"1",4
78820,"0",45,"2",2,"0","0","0",0,0,3,"0",4
32340,"0",23,"1",1,"1","0","0",0,0,1,"0",0
46570,"0",30,"2",1,"0","1","0",3,0,2,"1",2
14590,"0",43,"1",1,"0","1","0",3,0,2,"0",2
26710,"0",50,"2",1,"0","0","0",1,1,2,"0",0
72380,"0",32,"2",2,"0","1","0",3,4,4,"0",3
14240,"0",55,"3",1,"0","1","0",2,4,4,"0",4
9600,"0",30,"2",1,"0","1","0",3,3,3,"0",2
14780,"0",22,"2",1,"0","1","0",3,0,3,"0",0
21240,"0",24,"2",1,"1","0","0",0,0,2,"0",0
46230,"0",40,"3",1,"0","1","0",3,1,2,"0",0
7070,"0",30,"2",1,"0","1","0",3,0,2,"0",2
15210,"1",31,"1",1,"0","1","0",1,0,2,"0",2
14780,"0",44,"2",2,"0","1","0",0,0,4,"0",4
21410,"0",35,"2",1,"0","1","0",3,1,3,"0",1
41100,"0",23,"2",2,"1","0","0",0,0,4,"0",0
15440,"0",42,"1",2,"0","1","0",3,0,3,"0",1
7450,"0",28,"1",1,"0","1","0",2,0,2,"0",0
15340,"0",23,"2",1,"1","0","0",1,0,1,"0",0
36170,"0",20,"2",1,"1","0","0",2,4,4,"0",4
23480,"0",46,"2",1,"0","1","0",0,0,2,"0",2
14090,"0",54,"2",1,"0","1","0",0,0,4,"1",3
19350,"1",31,"2",1,"0","1","0",1,0,4,"0",0
14740,"0",33,"3",1,"0","1","0",2,0,1,"0",1
35180,"0",26,"2",1,"1","0","1",3,0,2,"0",3
9390,"0",28,"2",1,"0","1","1",2,2,3,"0",0
19570,"0",31,"2",1,"0","1","0",0,0,3,"0",4
123890,"0",37,"2",1,"0","0","1",1,4,2,"0",0
23150,"0",52,"1",1,"0","1","0",0,0,4,"0",4
22380,"0",25,"2",1,"0","1","0",3,0,2,"0",1
12040,"0",35,"2",1,"1","0","1",3,1,2,"0",1
83180,"0",42,"3",1,"0","0","0",1,0,4,"0",0
3380,"0",52,"2",1,"0","1","0",0,2,4,"0",4
71740,"0",30,"3",1,"0","1","0",0,4,3,"0",0
37570,"0",62,"2",1,"0","0","1",3,0,4,"0",4
44630,"0",26,"3",1,"0","1","0",3,0,2,"0",0
72970,"0",36,"2",1,"1","0","0",0,0,4,"0",0
12740,"0",37,"1",1,"0","1","1",0,0,1,"0",0
10550,"0",30,"2",1,"0","1","1",3,0,1,"0",1
6970,"0",46,"2",1,"0","1","1",0,0,1,"0",0
10240,"0",48,"2",1,"0","1","0",0,0,1,"0",0
9020,"0",21,"2",1,"1","0","0",0,0,3,"0",0
71190,"0",53,"2",2,"0","0","0",0,0,2,"0",0
67580,"0",31,"2",1,"0","1","0",0,0,2,"0",0
13300,"0",26,"2",1,"0","1","1",2,0,1,"0",1
14090,"0",54,"2",1,"0","1","0",0,0,4,"1",3
7830,"0",26,"1",2,"0","1","1",3,4,2,"0",2
7300,"0",46,"1",1,"1","0","0",3,4,4,"0",2
27620,"0",25,"2",1,"0","1","0",1,4,4,"0",0
14420,"0",32,"1",2,"0","0","1",0,0,3,"0",0
12170,"0",47,"1",1,"0","1","0",0,0,2,"0",0
30590,"1",61,"1",1,"0","1","0",3,3,3,"0",4
59980,"0",27,"2",1,"0","1","0",0,0,2,"0",0
35730,"0",23,"1",1,"0","1","0",1,0,2,"0",1
72380,"0",32,"2",2,"0","1","0",3,4,4,"0",3
143180,"0",57,"3",1,"0","0","1",1,0,4,"0",0
39590,"0",29,"2",1,"0","1","1",0,0,2,"0",0
46570,"0",30,"2",1,"0","1","0",3,0,2,"1",2
10420,"0",33,"2",1,"0","1","1",1,4,2,"0",0
31900,"0",24,"2",1,"0","1","0",0,0,2,"0",0
7010,"0",40,"1",1,"0","1","0",0,0,2,"0",2
39490,"0",37,"1",2,"0","1","1",2,0,1,"0",1
42720,"0",26,"1",1,"0","1","0",3,1,2,"0",2
22250,"0",57,"2",1,"0","0","1",1,0,4,"0",0
69990,"0",34,"2",1,"0","1","0",0,0,3,"0",0
143180,"0",57,"3",1,"0","0","1",1,0,4,"0",0
27460,"0",31,"2",1,"0","1","0",0,0,4,"0",0
61100,"0",31,"2",1,"0","0","0",3,0,2,"0",3
28720,"0",36,"2",2,"0","1","0",3,1,4,"0",4
31610,"0",31,"2",1,"1","0","0",0,0,2,"0",0
15330,"0",38,"2",1,"0","1","0",3,0,1,"0",3
8880,"0",41,"1",2,"0","1","1",1,0,4,"0",0
25800,"0",41,"1",2,"0","1","0",3,2,1,"0",0
31610,"0",31,"2",1,"1","0","0",0,0,2,"0",0
42100,"0",26,"2",1,"0","1","0",2,0,2,"0",0
9310,"0",32,"1",1,"0","1","1",1,1,1,"0",0
12230,"1",46,"2",1,"1","0","1",1,0,4,"0",0
12620,"0",25,"2",1,"0","1","0",3,0,2,"0",2
3380,"0",52,"2",1,"0","1","0",0,2,4,"0",4
34300,"0",31,"2",2,"0","1","0",3,2,4,"0",2
11490,"0",46,"2",1,"0","1","0",3,3,2,"0",3
63500,"0",31,"2",1,"0","1","0",0,4,4,"0",0
119380,"0",39,"3",2,"0","1","0",1,0,2,"0",0
12620,"0",25,"2",1,"0","1","0",3,0,2,"0",2
12640,"0",57,"1",1,"1","0","0",3,4,4,"0",4
12400,"0",48,"1",2,"0","0","1",2,1,4,"0",0
19350,"1",31,"2",1,"0","1","0",1,0,4,"0",0
89780,"1",45,"3",1,"0","1","1",0,0,4,"0",0
22250,"0",57,"2",1,"0","0","1",1,0,4,"0",0
109610,"0",27,"2",1,"0","1","0",1,3,3,"0",0
30920,"0",22,"2",1,"1","0","0",1,1,1,"0",0
53020,"0",36,"3",1,"0","0","1",0,0,4,"0",4
148960,"0",68,"3",1,"0","1","1",0,0,4,"0",0
18820,"0",25,"2",1,"1","0","0",0,0,2,"0",0
62290,"0",23,"1",1,"1","0","0",0,0,1,"0",0
